124555,Cristiano Biraghi
124557,Marek Kysela
124559,Alen Stevanovic
124560,Samuele Longo
124562,James Spray
1246,Danko Boskovic
124715,Nikola Maksimovic
124732,John Anthony Brooks
124769,Luca Marrone
124785,Patrick Schorr
124843,Jonas Sakuwaha
124845,Grant Hall
124884,Marco Bizot
124891,Aras Özbiliz
124896,Ivan Lanni
124901,Benjamin Leroy
124902,Khouma Babacar
124909,Davide Gavazzi
124911,Karim Laribi
124929,Fabio Ceccarelli
124983,Bryan Oviedo
125,Christian Nerlinger
1250,Jakub Wierzchowski
12500,Virgile Boumelaha
125009,Ignazio Carta
125019,Lisandro López
12502,Sigamary Diarra
125020,José Luis Palomino
12503,Souleymane Diawara
12505,Fabricio Fuentes
12507,Manasseh Ishiaku
12508,Yann Jouffre
12510,Eric Loussouarn
125103,Marvin Ducksch
125105,Patrick Weihrauch
125117,Joe Riley
12513,Alexandre Martinovic
12515,Guirane N'Daw
125158,Michael O'Halloran
12516,Peter Odemwingie
125165,Jesús Corona
125168,Gauthier Mahoto
12517,Oguchi Onyewu
125172,Lukas Raeder
12518,Silvio Proto
12519,Ibrahim Abdul Razak
12520,Clément Rigaud
12521,Serge Djamba-Shango
12523,Milovan Sikimic
125251,Iván Piris
12527,Gunter Van Handenhoven
125281,Nicolas Gorosito
1253,Pavel David
125314,Pontus Jansson
125315,Daniel Lück
12532,Nicolas Bonis
125341,Filippo Spitoni
125348,Jacopo Coletta
125350,Sébastien Rénot
1254,Ahmed Madouni
125409,Nathaniel Méndez-Laing
12543,David Kobylik
125467,Curtis Obeng
1255,Marcin Mieciel
125505,Gonzalo Barreto
12551,Éric Mouloungui
125561,Louis Moult
125562,Dave Parton
125595,Antonio Piccolo
125611,Mohamed Traoré
125614,Sargis Adamyan
12562,Mads Jørgensen
12563,Goran Pandev
12564,Marko Perovic
12565,Andrea Sussi
12567,Milan Rapaic
125685,Luke Berry
12569,Paul Gallacher
1257,Michael Ratajczak
125710,Emiliano Tortolano
125714,Mark Flekken
125735,Luis Fariña
125781,Antoine Griezmann
125783,Sanjin Prcic
125785,Javier Borque
125797,Carlos Tomás
1258,Nderim Nedzipi
125858,Kerem Demirbay
125868,Pape Souaré
125870,Adrián Sardinero
12589,Craig Gordon
1259,Sead Zilic
125931,Toño García
12597,Alan Maybury
126,Alfred Nijhuis
1260,Lincoln
126014,Leandro Bacuna
126015,Rafa García
12607,Phil Stamp
1261,Tobias Rau
12610,Andy Webster
126114,Lukas Spendlhofer
126171,Fouad El Attaria
126195,Jernade Meade
1262,Miroslav Karhan
126214,Mathew Leckie
126249,Adam Buxton
126252,Juan Rafael Fuentes
126258,Lee Nicholls
12628,Noel Hunt
